GeneID	Mock.1	Mock.2	Mock.3	RSV.1	RSV.2	RSV.3	Mock.4	P1	P2	P3	P4
MIR4647	0	0	0	0	0	0	0	0	0	0	0
MIR4648	4	3	9	3	1	0	6	1	0	1	0
MIR4649	0	0	0	0	0	0	0	0	0	0	0
MIR4650-1	0	0	0	0	0	0	0	0	0	0	0
MIR4650-2	0	0	0	0	0	0	0	0	0	0	0
MIR4651	8	11	5	13	0	6	11	0	3	1	0
MIR4652	0	0	0	0	0	0	0	0	0	0	0
MIR4653	3	6	0	1	2	0	6	4	5	5	2
MIR4654	5	6	3	7	5	2	4	0	0	0	0
MIR4655	1	0	1	1	0	2	5	0	0	0	0
MIR4656	2	10	15	1	3	7	1	1	1	3	0
MIR4657	0	0	0	0	0	0	0	0	0	0	0
MIR4658	0	0	0	0	0	0	0	0	0	0	0
MIR4659A	0	0	1	0	0	0	0	0	0	0	0
MIR4659B	0	0	0	0	0	0	0	0	0	0	0
MIR4660	0	0	0	0	0	0	1	0	0	0	0
MIR4661	0	1	0	0	0	0	2	0	0	0	0
MIR4663	5	2	3	1	1	0	0	0	0	0	0
MIR4664	50	71	51	40	12	22	56	53	19	34	19
MIR4665	0	0	0	0	0	0	0	0	0	0	0
MIR4666A	0	2	1	4	1	0	0	0	0	0	0
MIR4667	0	0	0	0	0	0	0	0	0	0	0
MIR4668	6	1	3	6	2	1	11	0	0	0	0
MIR4669	0	0	0	0	0	0	0	0	0	0	0
MIR4670	0	0	0	2	0	0	0	0	0	0	0
MIR4671	0	1	1	0	0	0	1	0	0	0	0
MIR4672	1	3	0	4	1	1	1	0	0	0	0
MIR4673	1	0	6	0	0	0	4	0	0	0	0
MIR4674	1	6	4	0	0	4	2	4	6	10	2
MIR4675	0	1	0	0	0	0	1	0	0	0	0
MIR4676	0	0	5	5	3	0	6	0	0	0	0
MIR4677	4	2	10	10	1	2	7	0	0	0	0
MIR4678	2	3	2	0	0	0	1	0	0	0	0
MIR4679-1	0	0	0	0	0	0	0	0	0	0	0
MIR4679-2	0	0	0	0	0	0	0	0	0	0	0
MIR4680	0	0	0	0	0	0	0	0	0	0	0
MIR4681	0	0	0	1	0	0	0	0	0	0	0
MIR4682	0	0	1	1	0	0	1	0	0	0	0
MIR4683	0	0	0	0	0	0	0	0	0	0	0
MIR4684	1	1	1	4	2	2	0	0	0	0	0
MIR4685	2	0	4	5	3	2	2	0	0	0	0
MIR4686	0	0	0	0	0	0	0	0	0	0	0
MIR4687	0	0	0	0	0	0	0	0	0	0	0
MIR4688	0	0	0	0	0	2	2	0	0	0	0
MIR4689	0	2	2	0	0	0	1	0	0	0	0
MIR4690	0	0	0	0	0	0	0	0	0	0	0
MIR4691	13	16	10	23	18	15	14	5	1	10	2
MIR4692	5	4	0	2	0	2	3	0	0	0	0
MIR4693	0	0	0	0	0	0	0	0	0	0	0
MIR4694	0	0	0	0	0	0	0	0	0	0	0
MIR4695	0	0	0	0	0	0	0	0	0	0	0
MIR4696	0	0	0	0	0	0	0	0	0	0	0
MIR4697	0	0	0	0	0	0	0	0	0	0	0
MIR4697HG	3	5	12	2	6	1	9	45	33	22	5
MIR4698	1	1	2	0	0	0	0	0	0	1	0
MIR4699	0	2	0	0	0	0	1	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	0	0	0
MIR4701	1	8	3	6	3	1	7	1	2	1	0
MIR4703	0	0	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	1	0	0	0	0
MIR4706	1	4	1	11	0	0	6	0	0	0	0
MIR4707	0	0	0	0	0	0	0	0	0	0	0
MIR4708	0	0	0	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0	0	0	0
MIR4710	0	1	0	0	0	0	0	0	0	0	0
MIR4711	1	1	1	2	0	0	1	0	0	0	0
MIR4712	16	26	15	31	23	10	35	1	2	8	2
MIR4713	0	0	1	0	0	0	0	0	0	0	0
MIR4714	7	8	9	13	13	1	12	0	0	0	0
MIR4715	0	0	0	0	1	0	1	0	0	0	0
MIR4716	1	3	4	1	3	0	3	0	0	1	0
MIR4717	0	0	0	0	0	0	0	0	0	0	0
MIR4718	0	2	4	2	0	1	1	0	0	0	0
MIR4719	0	0	0	0	0	0	0	0	0	0	0
MIR4720	20	39	21	82	77	16	12	3	13	2	3
MIR4721	0	0	0	0	0	0	0	0	0	0	0
MIR4722	0	0	0	0	0	0	0	0	0	0	0
MIR4723	0	0	0	0	0	0	1	0	0	0	0
MIR4724	0	0	0	0	0	0	0	0	0	0	0
MIR4725	3	1	0	0	0	1	0	0	0	0	0
MIR4726	0	0	0	0	0	0	0	0	0	0	0
MIR4727	1	2	2	0	0	0	0	0	0	0	0
MIR4728	2	3	2	0	0	1	6	1	2	0	1
MIR4729	8	2	7	2	3	1	11	0	0	1	0
MIR4730	6	7	7	20	13	6	10	1	0	0	0
MIR4731	0	0	0	0	0	0	0	0	0	0	0
MIR4732	0	5	0	0	0	0	0	0	0	0	0
MIR4733	0	0	0	0	0	0	1	0	0	0	0
MIR4734	0	0	0	0	1	1	0	1	2	3	0
MIR4735	0	0	0	1	4	0	0	0	0	0	0
MIR4736	0	2	1	3	2	0	3	0	0	0	0
MIR4737	11	6	2	11	8	4	4	4	5	9	6
MIR4738	0	2	0	1	1	0	0	0	0	1	0
MIR4739	0	0	0	0	0	0	0	0	0	0	0
MIR4740	3	0	1	2	1	2	3	1	0	3	3
MIR4741	0	0	0	0	0	0	0	0	0	0	0
MIR4742	2	1	4	7	3	1	3	0	0	0	0
MIR4743	0	1	1	0	1	0	3	0	0	0	0
MIR4744	1	0	4	1	4	0	0	0	0	0	0
MIR4745	0	0	0	0	0	0	0	0	0	0	0
MIR4746	4	3	1	4	3	1	0	1	4	1	0
MIR4747	0	0	0	0	0	0	0	0	0	0	0
MIR4748	2	5	5	4	4	1	5	0	0	0	0
MIR4749	0	0	0	0	0	0	0	0	0	0	0
MIR4750	1	1	0	0	0	1	2	0	1	0	0
MIR4751	0	0	0	0	0	0	0	0	0	0	0
MIR4752	0	0	0	0	0	0	0	0	0	0	0
MIR4753	2	0	0	7	7	3	1	0	0	0	0
MIR4754	10	14	6	1	5	0	6	1	5	0	1
MIR4755	6	13	4	2	7	4	6	0	0	0	0
MIR4756	1	2	0	5	1	0	7	0	0	0	0
MIR4757	2	0	0	1	0	0	0	0	0	0	0
MIR4758	0	0	0	0	0	0	0	0	0	0	0
MIR4759	0	0	0	0	0	0	0	0	0	0	0
MIR4760	0	0	0	0	0	0	0	0	0	0	0
MIR4761	4	1	0	1	2	0	2	1	0	0	0
MIR4762	4	4	3	16	13	3	9	0	0	0	0
MIR4763	0	0	0	0	0	0	0	0	0	0	0
MIR4764	1	0	9	0	1	0	0	0	0	0	0
MIR4765	0	0	0	1	0	0	0	0	0	0	0
MIR4766	0	1	2	1	1	0	5	0	0	1	0
MIR4767	11	6	11	5	6	15	1	10	0	10	0
MIR4768	7	6	21	6	7	1	13	0	0	0	0
MIR4769	0	0	0	0	0	0	0	0	0	0	0
MIR4770	0	0	0	0	0	0	0	0	0	0	0
MIR4772	0	0	0	0	0	0	0	0	0	0	0
MIR4773-1	0	0	0	0	0	0	0	0	0	0	0
MIR4773-2	0	0	0	0	0	0	0	0	0	0	0
MIR4774	2	9	1	9	11	3	16	0	0	0	0
MIR4775	0	0	0	0	0	0	0	0	0	0	0
MIR4776-1	0	0	0	0	0	0	0	0	0	0	0
MIR4776-2	0	0	0	0	0	0	0	0	0	0	0
MIR4777	2	7	0	5	3	0	7	1	0	0	0
MIR4778	1	2	1	1	2	0	0	0	0	0	0
MIR4779	0	0	2	1	1	0	0	0	0	0	0
MIR4780	0	0	0	0	0	0	0	0	0	0	0
MIR4781	0	0	1	2	0	0	0	0	0	0	0
MIR4782	9	1	1	4	9	0	8	0	1	0	0
MIR4783	0	2	1	0	3	2	1	0	0	0	0
MIR4784	11	6	3	10	11	3	4	4	0	9	1
MIR4785	8	9	6	29	8	7	5	108	103	70	28
MIR4786	1	1	5	0	4	1	4	0	0	0	1
MIR4787	0	0	0	0	0	0	0	3	4	1	0
MIR4788	0	0	0	0	0	0	0	0	0	0	0
MIR4789	0	2	0	4	4	1	2	0	0	0	0
MIR4790	0	0	0	0	0	0	0	0	0	0	0
MIR4791	0	0	0	0	0	0	0	0	0	0	0
MIR4792	0	0	0	0	0	0	0	0	0	0	0
MIR4793	0	0	1	0	0	0	0	0	0	0	0
MIR4794	3	3	0	0	0	3	2	0	0	0	0
MIR4795	2	0	0	0	1	0	0	0	0	0	0
MIR4796	0	3	0	1	1	0	0	0	0	0	0
MIR4797	0	1	1	4	4	2	1	0	0	0	0
MIR4798	0	1	0	1	0	0	1	0	0	0	0
MIR4799	0	0	0	0	0	0	1	0	0	0	0
MIR4800	0	0	0	0	0	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0	0	0	0	0	0
MIR4802	8	5	8	16	15	4	17	0	0	0	0
MIR4803	1	2	0	4	0	0	4	0	0	0	0
MIR4804	0	2	1	4	1	0	0	0	0	0	0
MIR483	0	0	0	0	0	0	0	0	0	0	0
MIR484	0	0	0	0	0	0	0	0	0	0	0
MIR485	0	0	0	0	0	0	0	0	0	0	0
MIR486	0	0	0	0	0	0	0	0	0	0	0
MIR486-2	0	0	0	0	0	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0	0	0	0	0	0
MIR487B	0	0	0	0	0	0	0	0	0	0	0
MIR488	0	0	0	0	0	0	0	0	0	0	0
MIR489	0	0	0	0	0	0	0	0	0	0	0
MIR490	0	0	0	0	0	0	0	0	0	0	0
MIR491	2	5	0	3	3	0	2	0	2	0	0
MIR492	0	0	0	0	0	0	0	0	0	0	0
MIR493	0	0	0	0	0	0	0	0	0	0	0
MIR494	0	0	0	0	0	0	0	0	0	0	0
MIR495	0	0	0	0	0	0	0	0	0	0	0
MIR496	0	0	0	0	0	0	0	0	0	0	0
MIR497	0	0	0	0	1	0	1	0	0	0	0
MIR497HG	0	4	4	0	2	1	3	3	3	1	2
MIR498	0	0	0	0	0	0	0	0	0	0	0
MIR4999	4	1	1	2	0	0	0	0	0	0	0
MIR499A	1	2	0	5	2	4	1	0	0	0	0
MIR499B	0	0	0	0	0	0	0	0	0	0	0
MIR5000	1	0	1	0	0	0	3	0	0	0	0
MIR5001	0	0	0	0	0	0	0	0	0	0	0
MIR5002	0	0	0	0	0	0	0	0	0	0	0
MIR5003	0	0	0	0	0	0	0	0	0	0	0
MIR5004	0	0	0	0	0	0	1	0	0	0	0
MIR5006	0	0	1	1	1	3	0	0	0	0	0
MIR5007	0	0	0	0	0	0	0	0	0	0	0
MIR5008	30	21	16	29	20	3	34	1	0	0	0
MIR5009	0	0	0	0	0	0	0	0	0	0	0
MIR500A	1	1	0	0	0	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0	0	0	0	0	0
MIR501	0	0	1	0	0	0	0	0	0	0	0
MIR5010	4	0	1	2	3	1	2	0	0	0	1
MIR5011	0	0	0	0	0	0	0	0	0	0	0
MIR502	0	0	0	1	0	0	2	0	0	0	0
MIR503	0	1	0	0	0	0	0	0	4	7	8
MIR503HG	0	0	1	2	0	2	3	1	3	70	32
MIR504	0	1	0	1	0	0	0	0	0	0	0
MIR5047	480	572	365	888	551	268	399	174	92	288	112
MIR505	5	5	1	5	0	1	2	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0	0	0
MIR507	0	0	0	0	0	0	0	0	0	0	0
MIR508	0	0	0	0	0	0	0	0	0	0	0
MIR5087	4	1	0	2	2	4	1	0	0	0	0
MIR5088	0	0	0	0	0	0	0	0	0	0	0
MIR5089	0	0	0	0	1	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0	0	0	0	0	0
MIR509-2	0	0	0	0	0	0	0	0	0	0	0
MIR509-3	0	0	0	0	0	0	0	0	0	0	0
MIR5090	1	2	3	1	0	0	3	0	0	0	0
MIR5091	0	4	3	4	1	4	1	2	0	0	0
MIR5092	0	0	0	1	0	0	0	0	0	0	0
MIR5093	0	0	0	0	0	0	0	0	0	0	0
MIR5094	5	3	2	6	3	7	1	0	0	0	0
MIR5095	0	0	0	0	0	0	0	0	0	0	0
MIR510	0	0	0	0	0	0	0	0	0	0	0
MIR5100	0	1	0	0	0	0	0	0	0	0	0
MIR511-1	0	0	0	0	0	0	0	0	0	0	0
MIR512-1	0	0	0	0	0	0	0	0	0	0	0
MIR512-2	0	0	0	0	0	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0	0	0	0	0	0
MIR514A2	0	0	0	0	0	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0	0	0	0	0	0
MIR517A	0	0	0	0	0	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0	0	0	0	0	0
MIR5186	10	12	11	9	1	0	20	0	0	0	0
MIR5187	0	0	2	0	0	0	1	0	0	1	1
MIR5188	3	5	3	5	2	0	2	2	0	0	0
MIR5189	2	2	0	2	4	0	2	0	0	0	0
MIR518A1	0	0	0	0	0	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0	0	0	0	0	0
MIR518F	0	0	0	0	0	0	0	0	0	0	0
MIR5190	5	15	16	9	8	6	18	0	0	0	0
MIR5191	0	0	0	0	0	0	0	0	0	0	0
MIR5192	1	4	5	2	1	6	7	0	0	0	0
MIR5193	5	7	3	4	4	6	5	0	0	0	0
MIR5194	9	17	3	11	11	0	8	0	0	0	0
MIR5196	0	0	0	0	0	0	0	0	0	0	0
MIR5197	0	0	0	0	0	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0	0	0	0	0	0
MIR519D	0	0	0	0	0	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0	0	0	0	0	0
MIR521-2	0	0	0	0	0	0	0	0	0	0	0
MIR522	0	0	0	0	0	0	0	0	0	0	0
MIR523	0	0	0	0	0	0	0	0	0	0	0
MIR524	0	0	0	0	0	0	0	0	0	0	0
MIR525	0	0	0	0	0	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0	0	0	0	0	0
MIR526B	0	0	0	0	0	0	0	0	0	0	0
MIR527	0	0	0	0	0	0	0	0	0	0	0
MIR532	0	0	0	0	0	0	0	0	0	0	0
MIR539	0	0	0	0	0	0	0	0	0	0	0
MIR541	0	0	0	0	0	0	0	0	0	0	0
MIR542	0	0	0	0	2	0	0	0	0	0	0
MIR543	0	0	0	0	0	0	0	0	0	0	0
MIR545	5	2	2	5	1	1	4	0	0	0	0
MIR548A1	0	0	0	1	0	0	0	0	0	0	0
MIR548A2	0	0	0	0	0	0	0	0	0	0	0
MIR548A3	0	0	0	1	0	0	0	0	0	0	0
MIR548AA1	0	0	0	0	0	0	0	0	0	0	0
MIR548AA2	0	0	0	0	0	0	0	0	0	0	0
MIR548AC	4	3	2	6	1	1	3	2	0	0	0
MIR548AD	1	3	0	2	3	3	5	0	0	0	0
MIR548AE2	5	15	4	3	7	4	10	0	0	0	0
MIR548AI	0	0	0	0	0	0	0	0	0	0	0
MIR548AJ2	0	0	0	0	0	0	0	0	0	0	0
MIR548AL	0	0	0	0	0	0	0	0	0	0	0
MIR548AN	0	0	1	0	3	1	0	0	1	0	0
MIR548AO	1	6	3	7	2	1	7	0	0	0	0
MIR548AP	5	2	6	0	4	0	5	0	0	1	0
MIR548AQ	0	0	0	0	0	0	0	0	0	0	0
MIR548AR	0	0	0	0	0	0	0	0	0	0	0
MIR548AS	0	0	0	0	0	0	0	0	0	0	0
MIR548AU	1	0	0	0	0	0	0	0	0	0	0
MIR548AV	2	2	6	5	8	1	4	0	0	0	0
MIR548AX	0	0	0	0	0	0	0	0	0	0	0
MIR548AY	0	0	2	3	1	0	3	0	0	0	0
MIR548AZ	5	5	3	3	4	3	2	3	0	3	0
MIR548B	1	0	4	6	0	0	3	0	0	0	0
MIR548BA	0	0	0	0	1	0	0	0	0	1	0
MIR548C	0	0	0	0	0	0	0	0	0	0	0
MIR548D1	0	0	0	0	0	0	0	0	0	0	0
MIR548D2	0	0	0	0	0	0	0	0	0	0	0
MIR548F1	1	0	0	7	3	2	3	0	0	0	0
MIR548F2	3	3	3	1	2	0	6	0	0	0	0
MIR548F3	0	0	0	0	0	0	0	0	0	0	0
MIR548F4	0	0	0	0	0	0	0	0	0	0	0
MIR548F5	1	2	0	0	0	0	5	0	1	0	0
MIR548G	3	4	4	0	0	0	2	0	0	0	0
MIR548H2	0	5	2	4	0	0	3	0	0	0	0
MIR548H3	0	0	3	0	0	0	6	0	0	0	0
MIR548H4	15	21	12	16	12	6	12	0	2	3	0
MIR548I1	5	0	0	1	0	0	3	0	0	0	0
MIR548I2	3	6	3	6	0	0	1	0	0	0	0
MIR548I3	0	0	1	0	0	0	0	0	0	0	0
MIR548I4	0	0	0	0	0	0	0	0	0	0	0
MIR548J	2	5	4	0	3	1	4	0	0	0	0
MIR548K	4	9	7	1	11	2	8	0	0	0	0
MIR548M	0	0	0	0	0	0	0	0	0	0	0
MIR548N	1	2	4	0	2	0	2	0	0	0	0
MIR548O2	0	5	3	3	2	0	5	0	0	0	0
MIR548Q	11	7	5	16	4	7	22	0	0	0	0
MIR548T	0	0	0	0	0	0	0	0	0	0	0
MIR548W	6	4	2	3	0	0	5	0	0	0	0
MIR548X	0	0	0	0	2	0	0	0	0	0	0
MIR548Y	0	0	0	0	0	0	0	0	0	0	0
MIR548Z	0	0	0	0	0	0	0	0	0	0	0
MIR549A	0	0	0	1	0	0	3	0	0	0	0
MIR550A1	0	0	0	0	0	0	0	0	0	0	0
MIR550A2	0	0	0	0	0	0	0	0	0	0	0
MIR550A3	8	2	4	2	4	1	8	0	0	0	0
MIR550B1	0	0	0	0	0	0	0	0	0	0	0
MIR550B2	0	0	0	0	0	0	0	0	0	0	0
MIR551A	0	0	0	1	0	1	1	0	0	0	0
MIR551B	0	0	0	0	0	0	0	0	0	0	0
MIR553	10	7	3	8	2	3	14	0	0	0	0
MIR554	2	7	3	8	9	6	14	0	0	1	0
MIR555	0	0	0	4	0	0	0	0	0	0	0
MIR556	1	3	0	2	3	0	3	0	0	0	0
MIR557	0	0	0	0	0	0	0	0	0	0	0
MIR5572	0	0	0	0	0	0	0	2	0	1	0
MIR5579	9	3	2	8	2	1	6	0	0	0	0
MIR558	2	3	0	3	1	0	3	0	0	0	1
MIR5580	0	0	0	0	0	0	0	0	0	0	0
MIR5581	8	15	16	17	14	8	5	2	1	0	1
MIR5582	1	0	0	0	1	1	5	0	0	0	0
MIR5583-1	0	0	0	0	0	0	0	0	0	0	0
MIR5583-2	0	0	0	0	0	0	0	0	0	0	0
MIR5584	0	0	0	0	0	0	2	0	0	0	0
MIR5586	6	16	2	21	12	2	21	0	0	0	0
MIR5587	15	22	7	30	18	12	8	8	0	4	1
MIR5588	0	0	0	0	0	0	0	0	0	0	0
MIR559	1	4	7	3	4	2	8	1	2	0	0
MIR561	0	6	3	13	4	1	4	0	0	0	0
MIR563	0	0	0	0	0	0	0	0	0	0	0
MIR564	0	0	0	0	0	0	0	0	0	1	0
MIR567	2	3	1	2	3	1	0	0	0	0	0
MIR568	9	24	11	12	4	3	16	1	4	1	0
MIR5680	0	0	0	0	0	0	0	0	0	0	0
MIR5681A	0	0	0	0	0	0	0	0	0	0	0
MIR5681B	0	0	0	0	0	0	0	0	0	0	0
MIR5684	0	0	0	0	0	0	0	0	0	0	0
MIR5685	3	11	5	6	5	1	0	1	1	1	0
MIR5687	0	7	2	6	6	1	5	0	0	0	0
MIR5688	0	0	0	0	0	0	0	0	0	0	0
MIR5689	0	0	0	0	0	0	0	0	0	0	0
MIR569	0	6	0	0	0	0	2	0	0	0	0
MIR5690	2	1	2	0	1	0	4	0	0	0	0
MIR5691	0	0	0	0	0	0	0	0	0	0	0
MIR5692A1	0	0	0	0	0	0	0	0	0	0	0
MIR5692B	0	0	0	2	3	0	0	0	0	0	0
MIR5692C1	0	0	0	0	0	0	0	0	0	0	0
MIR5692C2	2	0	2	1	0	0	0	0	0	0	0
MIR5693	0	0	0	4	0	3	2	0	0	0	0
MIR5694	2	3	6	8	2	0	4	0	0	0	0
MIR5695	3	5	1	5	12	3	22	0	0	0	0
MIR5696	0	0	0	0	0	0	1	0	0	0	0
MIR5698	0	0	0	0	0	0	0	0	0	0	0
MIR5699	1	0	3	3	3	2	5	0	0	0	0
MIR570	40	42	22	69	42	28	71	6	20	34	11
MIR5700	0	0	0	0	0	0	0	1	0	0	0
MIR5702	0	0	0	0	0	0	0	0	0	0	0
MIR5703	0	0	0	0	0	0	0	0	0	0	0
MIR5704	0	0	0	0	0	0	0	0	0	0	0
MIR5705	0	0	0	0	0	0	0	0	0	0	0
MIR5707	0	0	0	0	0	0	0	0	0	0	0
MIR5708	0	0	0	0	0	0	0	0	0	0	0
MIR572	0	0	0	0	0	2	0	0	0	0	0
MIR573	4	1	11	6	16	4	2	1	2	7	1
MIR5739	0	0	1	0	0	0	0	0	0	0	0
MIR574	5	5	2	5	2	2	6	0	0	0	2
MIR575	1	1	2	1	0	2	1	0	0	0	0
MIR577	0	0	0	0	0	0	0	0	0	0	0
MIR578	0	0	0	0	2	0	1	0	0	0	0
MIR5787	0	0	0	0	1	0	0	3	0	1	0
MIR580	2	1	0	1	3	0	2	0	0	0	0
MIR581	2	0	1	0	0	1	0	0	0	0	0
MIR583	2	1	4	2	1	0	5	0	0	0	0
MIR585	0	0	0	0	0	0	0	0	0	0	0
MIR586	0	6	1	4	0	1	1	0	0	0	0
MIR589	3	4	2	3	7	3	2	8	1	4	1
MIR590	8	21	17	21	25	12	25	8	4	17	3
MIR591	3	2	0	4	1	1	4	0	0	0	0
MIR592	0	0	0	0	0	0	0	0	0	0	0
MIR593	2	9	3	5	5	0	2	0	2	0	1
MIR595	3	0	0	0	4	0	0	0	0	0	0
MIR596	4	3	0	4	0	0	0	0	1	0	0
MIR597	4	4	5	1	0	0	13	0	0	0	0
MIR598	0	0	2	3	0	2	2	0	0	0	0
MIR599	0	3	3	1	1	0	0	0	0	0	0
MIR600	0	0	0	0	0	0	0	0	0	0	0
MIR600HG	667	715	556	615	376	215	675	97	40	77	29
MIR601	0	2	2	2	2	0	3	0	0	0	0
MIR602	1	1	1	1	0	0	0	0	0	0	0
MIR603	13	21	10	21	23	4	28	0	0	0	0
MIR604	5	1	6	7	11	4	2	0	0	0	0
MIR605	0	0	0	0	0	0	0	0	0	0	0
MIR6068	0	0	0	0	0	0	0	0	0	0	0
MIR6069	2	3	6	4	3	1	7	1	0	0	0
MIR6070	0	0	0	2	0	0	0	0	0	1	0
MIR6071	0	3	9	0	3	1	1	0	0	0	0
MIR6072	0	0	0	0	0	0	0	0	0	0	0
MIR6073	0	0	0	0	0	0	0	0	0	0	0
MIR6074	0	0	0	0	0	0	0	0	0	0	0
MIR6075	1	2	0	1	1	0	0	0	0	0	0
MIR6076	0	0	0	0	0	0	1	0	0	0	0
MIR6077	0	0	0	0	0	0	0	0	0	0	0
MIR6078	0	0	0	0	0	0	0	0	0	0	0
MIR6079	20	10	6	21	9	9	17	0	0	0	0
MIR608	0	0	0	1	0	1	0	0	0	0	0
MIR6080	0	0	0	0	0	0	0	0	0	0	0
MIR6081	26	33	21	36	32	9	18	1	0	0	1
MIR6082	0	0	0	0	0	0	0	0	0	0	0
MIR6083	0	0	0	0	0	0	0	0	0	0	0
MIR6084	0	0	0	0	0	0	0	0	0	0	0
MIR6085	0	0	0	0	0	0	0	0	0	0	0
MIR6086	0	0	0	0	0	0	0	0	0	0	0
MIR6089	0	0	0	0	0	0	0	0	0	0	0
MIR609	7	27	13	5	3	5	13	0	0	0	0
MIR6090	0	0	0	2	0	0	0	8	5	5	1
MIR610	0	0	0	0	0	0	0	0	0	0	0
MIR611	3	0	0	0	0	0	0	1	7	1	0
MIR612	974	1215	685	2523	1859	750	1351	3	13	36	16
MIR6124	0	0	1	1	1	1	0	0	0	0	0
MIR6125	0	0	0	0	0	0	0	0	0	0	0
MIR6126	5	6	8	4	1	0	12	3	1	7	2
MIR6127	0	0	0	0	0	0	0	0	0	0	0
MIR6128	0	0	0	0	0	0	0	0	0	0	0
MIR6129	2	0	1	2	0	0	0	0	0	0	0
MIR613	0	1	0	0	2	0	1	0	0	0	0
MIR6130	0	0	0	0	0	0	0	0	0	0	0
MIR6131	24	33	14	27	8	4	23	0	0	0	0
MIR6132	1	5	3	13	6	1	4	0	0	0	0
MIR6133	0	2	1	0	0	1	1	0	0	0	0
MIR6134	0	0	0	0	0	0	0	0	0	0	0
MIR614	34	48	20	249	172	67	8	302	157	102	16
MIR615	0	0	0	0	0	0	0	0	0	0	0
MIR6165	9	6	2	7	9	1	2	0	0	1	1
MIR617	0	0	0	0	0	0	0	0	0	0	0
MIR618	0	0	0	0	0	0	0	0	0	0	0
MIR620	1	4	3	4	2	0	3	0	0	0	0
MIR621	0	0	0	0	0	0	0	0	0	0	0
MIR622	0	0	0	0	0	0	0	0	0	0	0
MIR623	6	6	3	14	3	1	12	0	0	0	0
MIR624	4	13	3	9	10	1	8	0	0	0	0
MIR626	2	1	0	1	1	0	3	0	0	0	0
MIR627	1	4	0	3	1	1	1	0	0	0	0
MIR628	15	22	15	33	19	8	4	0	0	0	0
MIR629	1	2	2	0	0	1	2	0	0	0	0
MIR630	15	12	10	11	15	3	7	1	2	1	0
MIR631	34	62	20	33	28	10	55	7	1	8	5
MIR632	0	0	0	0	0	0	0	0	0	0	0
MIR634	1	1	0	2	0	0	0	0	0	0	0
MIR635	31	23	24	30	12	5	17	10	15	19	9
MIR636	0	2	0	3	2	0	0	0	0	0	0
MIR637	2	12	12	10	19	8	5	11	12	8	7
MIR638	4	1	0	0	1	0	1	0	1	1	0
MIR639	0	0	0	0	0	0	0	0	0	0	0
MIR641	49	48	27	30	23	12	30	2	0	6	2
MIR642A	2	6	4	1	1	2	8	0	0	0	0
MIR642B	0	0	0	0	0	0	0	0	0	0	0
MIR643	1	1	3	5	3	1	5	0	0	0	0
MIR644A	1	8	2	10	2	0	2	0	0	0	0
MIR645	9	5	5	5	6	2	4	0	0	0	0
MIR647	19	11	15	21	12	5	28	17	1	6	6
MIR648	3	4	2	3	2	0	1	0	0	0	0
MIR6499	0	3	2	7	1	2	2	0	0	1	0
MIR650	0	0	0	0	0	0	0	0	0	0	0
MIR6501	0	0	0	0	0	0	0	0	0	0	0
MIR6502	0	0	0	0	0	0	0	0	0	0	0
